"identifier","voertuigen","jaar","maand","wegcategorie","naam","stad"
"2426000894","62506.0","2016","7","10","van Ternat tot Parking Groot-Bijgaarden richting Brussel","Gent"
"2426000894","65242.0","2016","8","10","van Ternat tot Parking Groot-Bijgaarden richting Brussel","Gent"
"2426000894","64964.0","2016","9","10","van Ternat tot Parking Groot-Bijgaarden richting Brussel","Gent"
"2426000894","63219.0","2016","10","10","van Ternat tot Parking Groot-Bijgaarden richting Brussel","Gent"
"2426000894","61079.0","2016","11","10","van Ternat tot Parking Groot-Bijgaarden richting Brussel","Gent"
"2426000894","56638.0","2017","1","10","van Ternat tot Parking Groot-Bijgaarden richting Brussel","Gent"
"2426000894","60634.0","2017","2","10","van Ternat tot Parking Groot-Bijgaarden richting Brussel","Gent"
"2426000894","62967.0","2017","3","10","van Ternat tot Parking Groot-Bijgaarden richting Brussel","Gent"
"2426000894","65000.0","2017","4","10","van Ternat tot Parking Groot-Bijgaarden richting Brussel","Gent"
"2426000894","63823.0","2017","5","10","van Ternat tot Parking Groot-Bijgaarden richting Brussel","Gent"
"2426000894","65111.0","2017","6","10","van Ternat tot Parking Groot-Bijgaarden richting Brussel","Gent"
"2426000894","64031.0","2017","7","10","van Ternat tot Parking Groot-Bijgaarden richting Brussel","Gent"
"2426000894","66464.0","2017","8","10","van Ternat tot Parking Groot-Bijgaarden richting Brussel","Gent"
"2426000894","65280.0","2017","9","10","van Ternat tot Parking Groot-Bijgaarden richting Brussel","Gent"
"2426000894","65199.0","2017","10","10","van Ternat tot Parking Groot-Bijgaarden richting Brussel","Gent"
"2426000894","61885.0","2017","11","10","van Ternat tot Parking Groot-Bijgaarden richting Brussel","Gent"
"2426000894","59620.0","2018","1","10","van Ternat tot Parking Groot-Bijgaarden richting Brussel","Gent"
"2426000894","62549.0","2018","2","10","van Ternat tot Parking Groot-Bijgaarden richting Brussel","Gent"
"2426000894","62107.0","2018","3","10","van Ternat tot Parking Groot-Bijgaarden richting Brussel","Gent"
"2426000894","66138.0","2018","4","10","van Ternat tot Parking Groot-Bijgaarden richting Brussel","Gent"
"2426000894","64299.0","2018","5","10","van Ternat tot Parking Groot-Bijgaarden richting Brussel","Gent"
"2426000894","62045.0","2018","6","10","van Ternat tot Parking Groot-Bijgaarden richting Brussel","Gent"
"2426000894","64087.0","2018","7","10","van Ternat tot Parking Groot-Bijgaarden richting Brussel","Gent"
"2426000894","65609.0","2018","8","10","van Ternat tot Parking Groot-Bijgaarden richting Brussel","Gent"
"2426000894","63874.0","2018","9","10","van Ternat tot Parking Groot-Bijgaarden richting Brussel","Gent"
"2426000894","64070.0","2018","10","10","van Ternat tot Parking Groot-Bijgaarden richting Brussel","Gent"
"2426000894","61977.0","2018","11","10","van Ternat tot Parking Groot-Bijgaarden richting Brussel","Gent"
"2714004173","46006.0","2010","1","10","van Destelbergen tot Beervelde richting Antwerpen","Brussel"
"2714004173","50410.0","2010","2","10","van Destelbergen tot Beervelde richting Antwerpen","Brussel"
"2714004173","54604.0","2010","3","10","van Destelbergen tot Beervelde richting Antwerpen","Brussel"
"2714004173","55164.0","2010","4","10","van Destelbergen tot Beervelde richting Antwerpen","Brussel"
"2714004173","54749.0","2010","5","10","van Destelbergen tot Beervelde richting Antwerpen","Brussel"
"2714004173","55536.0","2010","6","10","van Destelbergen tot Beervelde richting Antwerpen","Brussel"
"2714004173","54467.0","2010","7","10","van Destelbergen tot Beervelde richting Antwerpen","Brussel"
"2714004173","58786.0","2010","8","10","van Destelbergen tot Beervelde richting Antwerpen","Brussel"
"2714004173","57725.0","2010","9","10","van Destelbergen tot Beervelde richting Antwerpen","Brussel"
"2714004173","57191.0","2010","10","10","van Destelbergen tot Beervelde richting Antwerpen","Brussel"
"2714004173","52699.0","2010","11","10","van Destelbergen tot Beervelde richting Antwerpen","Brussel"
"2714004173","49058.0","2011","1","10","van Destelbergen tot Beervelde richting Antwerpen","Brussel"
"2714004173","53673.0","2011","2","10","van Destelbergen tot Beervelde richting Antwerpen","Brussel"
"2714004173","54421.0","2011","3","10","van Destelbergen tot Beervelde richting Antwerpen","Brussel"
"2714004173","54508.0","2011","4","10","van Destelbergen tot Beervelde richting Antwerpen","Brussel"
"2714004173","56749.0","2011","5","10","van Destelbergen tot Beervelde richting Antwerpen","Brussel"
"2714004173","55072.0","2011","6","10","van Destelbergen tot Beervelde richting Antwerpen","Brussel"
"2714004173","54033.0","2011","7","10","van Destelbergen tot Beervelde richting Antwerpen","Brussel"
"2714004173","57066.0","2011","8","10","van Destelbergen tot Beervelde richting Antwerpen","Brussel"
"2714004173","55697.0","2011","9","10","van Destelbergen tot Beervelde richting Antwerpen","Brussel"
"2714004173","55567.0","2011","10","10","van Destelbergen tot Beervelde richting Antwerpen","Brussel"
"2714004173","54086.0","2011","11","10","van Destelbergen tot Beervelde richting Antwerpen","Brussel"
"2714004173","52271.0","2012","1","10","van Destelbergen tot Beervelde richting Antwerpen","Brussel"
"2714004173","50623.0","2012","2","10","van Destelbergen tot Beervelde richting Antwerpen","Brussel"
"2714004173","55061.0","2012","3","10","van Destelbergen tot Beervelde richting Antwerpen","Brussel"
"2714004173","53116.0","2012","4","10","van Destelbergen tot Beervelde richting Antwerpen","Brussel"
"2714004173","55032.0","2012","5","10","van Destelbergen tot Beervelde richting Antwerpen","Brussel"
"2714004173","55985.0","2012","6","10","van Destelbergen tot Beervelde richting Antwerpen","Brussel"
"2714004173","54636.0","2012","7","10","van Destelbergen tot Beervelde richting Antwerpen","Brussel"
"2714004173","57697.0","2012","8","10","van Destelbergen tot Beervelde richting Antwerpen","Brussel"
"2714004173","56605.0","2012","9","10","van Destelbergen tot Beervelde richting Antwerpen","Brussel"
"2714004173","58080.0","2012","10","10","van Destelbergen tot Beervelde richting Antwerpen","Brussel"
"2714004173","55027.0","2012","11","10","van Destelbergen tot Beervelde richting Antwerpen","Brussel"
"2714004173","48011.0","2013","1","10","van Destelbergen tot Beervelde richting Antwerpen","Brussel"
"2714004173","52536.0","2013","2","10","van Destelbergen tot Beervelde richting Antwerpen","Brussel"
"2714004173","53334.0","2013","3","10","van Destelbergen tot Beervelde richting Antwerpen","Brussel"
"2714004173","57268.0","2013","4","10","van Destelbergen tot Beervelde richting Antwerpen","Brussel"
"2714004173","56564.0","2013","5","10","van Destelbergen tot Beervelde richting Antwerpen","Brussel"
"2714004173","56267.0","2013","6","10","van Destelbergen tot Beervelde richting Antwerpen","Brussel"
"2714004173","55001.0","2013","7","10","van Destelbergen tot Beervelde richting Antwerpen","Brussel"
"2714004173","58491.0","2013","8","10","van Destelbergen tot Beervelde richting Antwerpen","Brussel"
"2714004173","58020.0","2013","9","10","van Destelbergen tot Beervelde richting Antwerpen","Brussel"
"2714004173","58250.0","2013","10","10","van Destelbergen tot Beervelde richting Antwerpen","Brussel"
"2714004173","54801.0","2013","11","10","van Destelbergen tot Beervelde richting Antwerpen","Brussel"
"2714004173","51904.0","2014","1","10","van Destelbergen tot Beervelde richting Antwerpen","Brussel"
"2714004173","54103.0","2014","2","10","van Destelbergen tot Beervelde richting Antwerpen","Brussel"
"2714004173","55633.0","2014","3","10","van Destelbergen tot Beervelde richting Antwerpen","Brussel"
"2714004173","55890.0","2014","4","10","van Destelbergen tot Beervelde richting Antwerpen","Brussel"
"2714004173","53665.0","2014","5","10","van Destelbergen tot Beervelde richting Antwerpen","Brussel"
"2714004173","56378.0","2014","6","10","van Destelbergen tot Beervelde richting Antwerpen","Brussel"
"2714004173","54671.0","2014","7","10","van Destelbergen tot Beervelde richting Antwerpen","Brussel"
"2714004173","57426.0","2014","8","10","van Destelbergen tot Beervelde richting Antwerpen","Brussel"
"2714004173","57952.0","2014","9","10","van Destelbergen tot Beervelde richting Antwerpen","Brussel"
"2714004173","59365.0","2014","10","10","van Destelbergen tot Beervelde richting Antwerpen","Brussel"
"2714004173","55064.0","2014","11","10","van Destelbergen tot Beervelde richting Antwerpen","Brussel"
"2714004173","50736.0","2015","1","10","van Destelbergen tot Beervelde richting Antwerpen","Brussel"
"2714004173","56158.0","2015","2","10","van Destelbergen tot Beervelde richting Antwerpen","Brussel"
"2714004173","57960.0","2015","3","10","van Destelbergen tot Beervelde richting Antwerpen","Brussel"
"2714004173","57596.0","2015","4","10","van Destelbergen tot Beervelde richting Antwerpen","Brussel"
"2714004173","55603.0","2015","5","10","van Destelbergen tot Beervelde richting Antwerpen","Brussel"
"2714004173","58172.0","2015","6","10","van Destelbergen tot Beervelde richting Antwerpen","Brussel"
"2714004173","57279.0","2015","7","10","van Destelbergen tot Beervelde richting Antwerpen","Brussel"
"2714004173","60339.0","2015","8","10","van Destelbergen tot Beervelde richting Antwerpen","Brussel"
"2714004173","59253.0","2015","9","10","van Destelbergen tot Beervelde richting Antwerpen","Brussel"
"2714004173","60084.0","2015","10","10","van Destelbergen tot Beervelde richting Antwerpen","Brussel"
"2714004173","56199.0","2015","11","10","van Destelbergen tot Beervelde richting Antwerpen","Brussel"
"2714004173","51830.0","2016","1","10","van Destelbergen tot Beervelde richting Antwerpen","Brussel"
"2714004173","56346.0","2016","2","10","van Destelbergen tot Beervelde richting Antwerpen","Brussel"
"2714004173","57103.0","2016","3","10","van Destelbergen tot Beervelde richting Antwerpen","Brussel"
"2714004173","59234.0","2016","4","10","van Destelbergen tot Beervelde richting Antwerpen","Brussel"
"2714004173","58356.0","2016","5","10","van Destelbergen tot Beervelde richting Antwerpen","Brussel"
"2714004173","60119.0","2016","6","10","van Destelbergen tot Beervelde richting Antwerpen","Brussel"
"2714004173","56268.0","2016","7","10","van Destelbergen tot Beervelde richting Antwerpen","Brussel"
"2714004173","61410.0","2016","8","10","van Destelbergen tot Beervelde richting Antwerpen","Brussel"
"2714004173","61160.0","2016","9","10","van Destelbergen tot Beervelde richting Antwerpen","Brussel"
"2714004173","60346.0","2016","10","10","van Destelbergen tot Beervelde richting Antwerpen","Brussel"
"2714004173","57280.0","2016","11","10","van Destelbergen tot Beervelde richting Antwerpen","Brussel"
"2714004173","52351.0","2017","1","10","van Destelbergen tot Beervelde richting Antwerpen","Brussel"
"2714004173","56790.0","2017","2","10","van Destelbergen tot Beervelde richting Antwerpen","Brussel"
"2714004173","59141.0","2017","3","10","van Destelbergen tot Beervelde richting Antwerpen","Brussel"
"2714004173","58445.0","2017","4","10","van Destelbergen tot Beervelde richting Antwerpen","Brussel"
"2714004173","58683.0","2017","5","10","van Destelbergen tot Beervelde richting Antwerpen","Brussel"
"2714004173","56639.0","2017","6","10","van Destelbergen tot Beervelde richting Antwerpen","Brussel"
"2714004173","55292.0","2017","7","10","van Destelbergen tot Beervelde richting Antwerpen","Brussel"
"2714004173","60656.0","2017","8","10","van Destelbergen tot Beervelde richting Antwerpen","Brussel"
"2714004173","59968.0","2017","9","10","van Destelbergen tot Beervelde richting Antwerpen","Brussel"
"2714004173","60089.0","2017","10","10","van Destelbergen tot Beervelde richting Antwerpen","Brussel"
"2714004173","56836.0","2017","11","10","van Destelbergen tot Beervelde richting Antwerpen","Brussel"
"2714004173","53569.0","2018","1","10","van Destelbergen tot Beervelde richting Antwerpen","Brussel"
"2714004173","55310.0","2018","2","10","van Destelbergen tot Beervelde richting Antwerpen","Brussel"
"2714004173","57279.0","2018","3","10","van Destelbergen tot Beervelde richting Antwerpen","Brussel"
"2714004173","57102.0","2018","4","10","van Destelbergen tot Beervelde richting Antwerpen","Brussel"
"2714004173","58282.0","2018","5","10","van Destelbergen tot Beervelde richting Antwerpen","Brussel"
"2714004173","59212.0","2018","6","10","van Destelbergen tot Beervelde richting Antwerpen","Brussel"
"2714004173","56783.0","2018","7","10","van Destelbergen tot Beervelde richting Antwerpen","Brussel"
"2714004173","61002.0","2018","8","10","van Destelbergen tot Beervelde richting Antwerpen","Brussel"
"2714004173","58249.0","2018","9","10","van Destelbergen tot Beervelde richting Antwerpen","Brussel"
"2714004173","58899.0","2018","10","10","van Destelbergen tot Beervelde richting Antwerpen","Brussel"
"2714004173","57166.0","2018","11","10","van Destelbergen tot Beervelde richting Antwerpen","Brussel"
"3169004108","56507.0","2010","1","10","van Wilrijk tot U.Z.A. richting Brussel","Brussel"
"3169004108","62104.0","2010","2","10","van Wilrijk tot U.Z.A. richting Brussel","Brussel"
"3169004108","67525.0","2010","3","10","van Wilrijk tot U.Z.A. richting Brussel","Brussel"
"3169004108","66141.0","2010","4","10","van Wilrijk tot U.Z.A. richting Brussel","Brussel"
"3169004108","66444.0","2010","5","10","van Wilrijk tot U.Z.A. richting Brussel","Brussel"
"3169004108","70310.0","2010","6","10","van Wilrijk tot U.Z.A. richting Brussel","Brussel"
"3169004108","63038.0","2010","7","10","van Wilrijk tot U.Z.A. richting Brussel","Brussel"
"3169004108","64326.0","2010","8","10","van Wilrijk tot U.Z.A. richting Brussel","Brussel"
"3169004108","69471.0","2010","9","10","van Wilrijk tot U.Z.A. richting Brussel","Brussel"
"3169004108","68556.0","2010","10","10","van Wilrijk tot U.Z.A. richting Brussel","Brussel"
"3169004108","63976.0","2010","11","10","van Wilrijk tot U.Z.A. richting Brussel","Brussel"
"3169004108","61787.0","2011","1","10","van Wilrijk tot U.Z.A. richting Brussel","Brussel"
"3169004108","67661.0","2011","2","10","van Wilrijk tot U.Z.A. richting Brussel","Brussel"
"3169004108","69020.0","2011","3","10","van Wilrijk tot U.Z.A. richting Brussel","Brussel"
"3169004108","66725.0","2011","4","10","van Wilrijk tot U.Z.A. richting Brussel","Brussel"
"3169004108","69961.0","2011","5","10","van Wilrijk tot U.Z.A. richting Brussel","Brussel"
"3169004108","65703.0","2011","6","10","van Wilrijk tot U.Z.A. richting Brussel","Brussel"
"3169004108","59018.0","2011","7","10","van Wilrijk tot U.Z.A. richting Brussel","Brussel"
"3169004108","62662.0","2011","8","10","van Wilrijk tot U.Z.A. richting Brussel","Brussel"
"3169004108","58075.0","2011","10","10","van Wilrijk tot U.Z.A. richting Brussel","Brussel"
"3169004108","66337.0","2011","11","10","van Wilrijk tot U.Z.A. richting Brussel","Brussel"
"3169004108","63373.0","2012","1","10","van Wilrijk tot U.Z.A. richting Brussel","Brussel"
"3169004108","64731.0","2012","2","10","van Wilrijk tot U.Z.A. richting Brussel","Brussel"
"3169004108","69572.0","2012","3","10","van Wilrijk tot U.Z.A. richting Brussel","Brussel"
"3169004108","65986.0","2012","4","10","van Wilrijk tot U.Z.A. richting Brussel","Brussel"
"3169004108","66784.0","2012","5","10","van Wilrijk tot U.Z.A. richting Brussel","Brussel"
"3169004108","69344.0","2012","6","10","van Wilrijk tot U.Z.A. richting Brussel","Brussel"
"3169004108","63570.0","2012","7","10","van Wilrijk tot U.Z.A. richting Brussel","Brussel"
"3169004108","63608.0","2012","8","10","van Wilrijk tot U.Z.A. richting Brussel","Brussel"
"3169004108","67881.0","2012","9","10","van Wilrijk tot U.Z.A. richting Brussel","Brussel"
"3169004108","70020.0","2012","10","10","van Wilrijk tot U.Z.A. richting Brussel","Brussel"
"3169004108","67742.0","2012","11","10","van Wilrijk tot U.Z.A. richting Brussel","Brussel"
"3169004108","61126.0","2013","1","10","van Wilrijk tot U.Z.A. richting Brussel","Brussel"
"3169004108","64981.0","2013","2","10","van Wilrijk tot U.Z.A. richting Brussel","Brussel"
"3169004108","64882.0","2013","3","10","van Wilrijk tot U.Z.A. richting Brussel","Brussel"
"3169004108","66990.0","2013","4","10","van Wilrijk tot U.Z.A. richting Brussel","Brussel"
"3169004108","66105.0","2013","5","10","van Wilrijk tot U.Z.A. richting Brussel","Brussel"
"3169004108","68084.0","2013","6","10","van Wilrijk tot U.Z.A. richting Brussel","Brussel"
"3169004108","63950.0","2013","7","10","van Wilrijk tot U.Z.A. richting Brussel","Brussel"
"3169004108","59280.0","2013","8","10","van Wilrijk tot U.Z.A. richting Brussel","Brussel"
"3169004108","67947.0","2013","9","10","van Wilrijk tot U.Z.A. richting Brussel","Brussel"
"3169004108","69658.0","2013","10","10","van Wilrijk tot U.Z.A. richting Brussel","Brussel"
"3169004108","65921.0","2013","11","10","van Wilrijk tot U.Z.A. richting Brussel","Brussel"
"3169004108","64472.0","2014","1","10","van Wilrijk tot U.Z.A. richting Brussel","Brussel"
"3169004108","67343.0","2014","2","10","van Wilrijk tot U.Z.A. richting Brussel","Brussel"
"3169004108","66699.0","2014","3","10","van Wilrijk tot U.Z.A. richting Brussel","Brussel"
"3169004108","68294.0","2014","4","10","van Wilrijk tot U.Z.A. richting Brussel","Brussel"
"3169004108","67470.0","2014","5","10","van Wilrijk tot U.Z.A. richting Brussel","Brussel"
"3169004108","67625.0","2014","6","10","van Wilrijk tot U.Z.A. richting Brussel","Brussel"
"3169004108","63482.0","2014","7","10","van Wilrijk tot U.Z.A. richting Brussel","Brussel"
"3169004108","62478.0","2014","8","10","van Wilrijk tot U.Z.A. richting Brussel","Brussel"
"3169004108","70200.0","2014","9","10","van Wilrijk tot U.Z.A. richting Brussel","Brussel"
"3169004108","71007.0","2014","10","10","van Wilrijk tot U.Z.A. richting Brussel","Brussel"
"3169004108","67055.0","2014","11","10","van Wilrijk tot U.Z.A. richting Brussel","Brussel"
"3169004108","63994.0","2015","1","10","van Wilrijk tot U.Z.A. richting Brussel","Brussel"
"3169004108","66895.0","2015","2","10","van Wilrijk tot U.Z.A. richting Brussel","Brussel"
"3169004108","70342.0","2015","3","10","van Wilrijk tot U.Z.A. richting Brussel","Brussel"
"3169004108","67979.0","2015","4","10","van Wilrijk tot U.Z.A. richting Brussel","Brussel"
"3169004108","65600.0","2015","5","10","van Wilrijk tot U.Z.A. richting Brussel","Brussel"
"3169004108","71241.0","2015","6","10","van Wilrijk tot U.Z.A. richting Brussel","Brussel"
"3169004108","62312.0","2015","7","10","van Wilrijk tot U.Z.A. richting Brussel","Brussel"
"3169004108","62127.0","2015","8","10","van Wilrijk tot U.Z.A. richting Brussel","Brussel"
"3169004108","70334.0","2015","9","10","van Wilrijk tot U.Z.A. richting Brussel","Brussel"
"3169004108","72905.0","2015","10","10","van Wilrijk tot U.Z.A. richting Brussel","Brussel"
"3169004108","68272.0","2015","11","10","van Wilrijk tot U.Z.A. richting Brussel","Brussel"
"3169004108","65585.0","2016","1","10","van Wilrijk tot U.Z.A. richting Brussel","Brussel"
"3169004108","69798.0","2016","2","10","van Wilrijk tot U.Z.A. richting Brussel","Brussel"
"3169004108","69344.0","2016","3","10","van Wilrijk tot U.Z.A. richting Brussel","Brussel"
"3169004108","71191.0","2016","4","10","van Wilrijk tot U.Z.A. richting Brussel","Brussel"
"3169004108","69733.0","2016","5","10","van Wilrijk tot U.Z.A. richting Brussel","Brussel"
"3169004108","71940.0","2016","6","10","van Wilrijk tot U.Z.A. richting Brussel","Brussel"
"3169004108","63252.0","2016","7","10","van Wilrijk tot U.Z.A. richting Brussel","Brussel"
"3169004108","61891.0","2016","8","10","van Wilrijk tot U.Z.A. richting Brussel","Brussel"
"3169004108","71358.0","2016","9","10","van Wilrijk tot U.Z.A. richting Brussel","Brussel"
"3169004108","71497.0","2016","10","10","van Wilrijk tot U.Z.A. richting Brussel","Brussel"
"3169004108","70564.0","2016","11","10","van Wilrijk tot U.Z.A. richting Brussel","Brussel"
"3169004108","66182.0","2017","1","10","van Wilrijk tot U.Z.A. richting Brussel","Brussel"
"3169004108","70091.0","2017","2","10","van Wilrijk tot U.Z.A. richting Brussel","Brussel"
"3169004108","71506.0","2017","3","10","van Wilrijk tot U.Z.A. richting Brussel","Brussel"
"3169004108","68420.0","2017","4","10","van Wilrijk tot U.Z.A. richting Brussel","Brussel"
"3169004108","69814.0","2017","5","10","van Wilrijk tot U.Z.A. richting Brussel","Brussel"
"3169004108","68893.0","2017","6","10","van Wilrijk tot U.Z.A. richting Brussel","Brussel"
"3169004108","63415.0","2017","7","10","van Wilrijk tot U.Z.A. richting Brussel","Brussel"
"3169004108","64670.0","2017","8","10","van Wilrijk tot U.Z.A. richting Brussel","Brussel"
"3169004108","69321.0","2017","9","10","van Wilrijk tot U.Z.A. richting Brussel","Brussel"
"3169004108","71166.0","2017","10","10","van Wilrijk tot U.Z.A. richting Brussel","Brussel"
"3169004108","69479.0","2017","11","10","van Wilrijk tot U.Z.A. richting Brussel","Brussel"
"3169004108","67253.0","2018","1","10","van Wilrijk tot U.Z.A. richting Brussel","Brussel"
"3169004108","68833.0","2018","2","10","van Wilrijk tot U.Z.A. richting Brussel","Brussel"
"3169004108","70039.0","2018","3","10","van Wilrijk tot U.Z.A. richting Brussel","Brussel"
"3169004108","68352.0","2018","4","10","van Wilrijk tot U.Z.A. richting Brussel","Brussel"
"3169004108","69692.0","2018","5","10","van Wilrijk tot U.Z.A. richting Brussel","Brussel"
"3169004108","71220.0","2018","6","10","van Wilrijk tot U.Z.A. richting Brussel","Brussel"
"3169004108","65601.0","2018","7","10","van Wilrijk tot U.Z.A. richting Brussel","Brussel"
"3169004108","65289.0","2018","8","10","van Wilrijk tot U.Z.A. richting Brussel","Brussel"
"3169004108","69981.0","2018","9","10","van Wilrijk tot U.Z.A. richting Brussel","Brussel"
"3169004108","70717.0","2018","10","10","van Wilrijk tot U.Z.A. richting Brussel","Brussel"
"3169004108","69193.0","2018","11","10","van Wilrijk tot U.Z.A. richting Brussel","Brussel"
"3357005179","46793.0","2010","1","10","van Kruibeke tot Zwijndrecht richting Antwerpen","Gent"
"3357005179","50287.0","2010","2","10","van Kruibeke tot Zwijndrecht richting Antwerpen","Gent"
"3357005179","54366.0","2010","3","10","van Kruibeke tot Zwijndrecht richting Antwerpen","Gent"
"3357005179","55188.0","2010","4","10","van Kruibeke tot Zwijndrecht richting Antwerpen","Gent"
"3357005179","54811.0","2010","5","10","van Kruibeke tot Zwijndrecht richting Antwerpen","Gent"
"3357005179","55517.0","2010","6","10","van Kruibeke tot Zwijndrecht richting Antwerpen","Gent"
"3357005179","55947.0","2010","7","10","van Kruibeke tot Zwijndrecht richting Antwerpen","Gent"
"3357005179","59521.0","2010","8","10","van Kruibeke tot Zwijndrecht richting Antwerpen","Gent"
"3357005179","55738.0","2010","9","10","van Kruibeke tot Zwijndrecht richting Antwerpen","Gent"
"3357005179","54114.0","2010","10","10","van Kruibeke tot Zwijndrecht richting Antwerpen","Gent"
"3357005179","51963.0","2010","11","10","van Kruibeke tot Zwijndrecht richting Antwerpen","Gent"
"3357005179","49748.0","2011","1","10","van Kruibeke tot Zwijndrecht richting Antwerpen","Gent"
"3357005179","52088.0","2011","2","10","van Kruibeke tot Zwijndrecht richting Antwerpen","Gent"
"3357005179","54009.0","2011","3","10","van Kruibeke tot Zwijndrecht richting Antwerpen","Gent"
"3357005179","54554.0","2011","4","10","van Kruibeke tot Zwijndrecht richting Antwerpen","Gent"
"3357005179","55909.0","2011","5","10","van Kruibeke tot Zwijndrecht richting Antwerpen","Gent"
"3357005179","52910.0","2011","6","10","van Kruibeke tot Zwijndrecht richting Antwerpen","Gent"
"3357005179","54612.0","2011","7","10","van Kruibeke tot Zwijndrecht richting Antwerpen","Gent"
"3357005179","57390.0","2011","8","10","van Kruibeke tot Zwijndrecht richting Antwerpen","Gent"
"3357005179","56063.0","2011","9","10","van Kruibeke tot Zwijndrecht richting Antwerpen","Gent"
"3357005179","54950.0","2011","10","10","van Kruibeke tot Zwijndrecht richting Antwerpen","Gent"
"3357005179","52826.0","2011","11","10","van Kruibeke tot Zwijndrecht richting Antwerpen","Gent"
"3357005179","49443.0","2012","1","10","van Kruibeke tot Zwijndrecht richting Antwerpen","Gent"
"3357005179","50291.0","2012","2","10","van Kruibeke tot Zwijndrecht richting Antwerpen","Gent"
"3357005179","54673.0","2012","3","10","van Kruibeke tot Zwijndrecht richting Antwerpen","Gent"
"3357005179","53747.0","2012","4","10","van Kruibeke tot Zwijndrecht richting Antwerpen","Gent"
"3357005179","54616.0","2012","5","10","van Kruibeke tot Zwijndrecht richting Antwerpen","Gent"
"3357005179","55338.0","2012","6","10","van Kruibeke tot Zwijndrecht richting Antwerpen","Gent"
"3357005179","54978.0","2012","7","10","van Kruibeke tot Zwijndrecht richting Antwerpen","Gent"
"3357005179","58033.0","2012","8","10","van Kruibeke tot Zwijndrecht richting Antwerpen","Gent"
"3357005179","55697.0","2012","9","10","van Kruibeke tot Zwijndrecht richting Antwerpen","Gent"
"3357005179","54403.0","2012","10","10","van Kruibeke tot Zwijndrecht richting Antwerpen","Gent"
"3357005179","52591.0","2012","11","10","van Kruibeke tot Zwijndrecht richting Antwerpen","Gent"
"3357005179","44876.0","2013","1","10","van Kruibeke tot Zwijndrecht richting Antwerpen","Gent"
"3357005179","48614.0","2013","2","10","van Kruibeke tot Zwijndrecht richting Antwerpen","Gent"
"3357005179","49218.0","2013","3","10","van Kruibeke tot Zwijndrecht richting Antwerpen","Gent"
"3357005179","54168.0","2013","4","10","van Kruibeke tot Zwijndrecht richting Antwerpen","Gent"
"3357005179","52763.0","2013","5","10","van Kruibeke tot Zwijndrecht richting Antwerpen","Gent"
"3357005179","54573.0","2013","6","10","van Kruibeke tot Zwijndrecht richting Antwerpen","Gent"
"3357005179","55838.0","2013","7","10","van Kruibeke tot Zwijndrecht richting Antwerpen","Gent"
"3357005179","56871.0","2013","8","10","van Kruibeke tot Zwijndrecht richting Antwerpen","Gent"
"3357005179","55453.0","2013","9","10","van Kruibeke tot Zwijndrecht richting Antwerpen","Gent"
"3357005179","55836.0","2013","10","10","van Kruibeke tot Zwijndrecht richting Antwerpen","Gent"
"3357005179","52695.0","2013","11","10","van Kruibeke tot Zwijndrecht richting Antwerpen","Gent"
"3357005179","51108.0","2014","1","10","van Kruibeke tot Zwijndrecht richting Antwerpen","Gent"
"3357005179","53091.0","2014","2","10","van Kruibeke tot Zwijndrecht richting Antwerpen","Gent"
"3357005179","54461.0","2014","3","10","van Kruibeke tot Zwijndrecht richting Antwerpen","Gent"
"3357005179","53229.0","2014","4","10","van Kruibeke tot Zwijndrecht richting Antwerpen","Gent"
"3357005179","55521.0","2014","5","10","van Kruibeke tot Zwijndrecht richting Antwerpen","Gent"
"3357005179","56088.0","2014","6","10","van Kruibeke tot Zwijndrecht richting Antwerpen","Gent"
"3357005179","54558.0","2014","7","10","van Kruibeke tot Zwijndrecht richting Antwerpen","Gent"
"3357005179","56830.0","2014","8","10","van Kruibeke tot Zwijndrecht richting Antwerpen","Gent"
"3357005179","56921.0","2014","9","10","van Kruibeke tot Zwijndrecht richting Antwerpen","Gent"
"3357005179","56910.0","2014","10","10","van Kruibeke tot Zwijndrecht richting Antwerpen","Gent"
"3357005179","52938.0","2014","11","10","van Kruibeke tot Zwijndrecht richting Antwerpen","Gent"
"3357005179","49799.0","2015","1","10","van Kruibeke tot Zwijndrecht richting Antwerpen","Gent"
"3357005179","52529.0","2015","2","10","van Kruibeke tot Zwijndrecht richting Antwerpen","Gent"
"3357005179","53560.0","2015","3","10","van Kruibeke tot Zwijndrecht richting Antwerpen","Gent"
"3357005179","54863.0","2015","4","10","van Kruibeke tot Zwijndrecht richting Antwerpen","Gent"
"3357005179","53190.0","2015","5","10","van Kruibeke tot Zwijndrecht richting Antwerpen","Gent"
"3357005179","55171.0","2015","6","10","van Kruibeke tot Zwijndrecht richting Antwerpen","Gent"
"3357005179","55530.0","2015","7","10","van Kruibeke tot Zwijndrecht richting Antwerpen","Gent"
"3357005179","58309.0","2015","8","10","van Kruibeke tot Zwijndrecht richting Antwerpen","Gent"
"3357005179","56273.0","2015","9","10","van Kruibeke tot Zwijndrecht richting Antwerpen","Gent"
"3357005179","55906.0","2015","10","10","van Kruibeke tot Zwijndrecht richting Antwerpen","Gent"
"3357005179","52817.0","2015","11","10","van Kruibeke tot Zwijndrecht richting Antwerpen","Gent"
"3357005179","49569.0","2016","1","10","van Kruibeke tot Zwijndrecht richting Antwerpen","Gent"
"3357005179","52468.0","2016","2","10","van Kruibeke tot Zwijndrecht richting Antwerpen","Gent"
